PRICE,NUM_BD,BTH_STAT,AR_LIV,AR_PL,NUM_FLR,NEAR_RIV,OUTLOOK,CONDITION,AR_RFTP,AR_BASE,YR_PAST,IS_RENOVATED,LAT,LONG,AVG_AR_LIV_NEAR,AVG_AR_PL_NEAR,SUMMER_HIGH,WINTER_LOW,PRECIPITATION,VIOLENT_CRIME,PROPERTY_CRIME
400000,3,<2,1730,9211,1,0,0,3,1730,0,59,0,47.7149,-122.322,1440,9211,76,37,41.3,32.3,76.9
2180000,6,2=<ROOMS<=4,4710,11000,2,0,3,3,3690,1020,89,0,47.6622,-122.272,2950,5300,76,37,41.3,32.3,76.9
511200,4,<2,1480,7875,1,0,0,3,740,740,93,0,47.643,-122.397,1680,5851,76,37,41.3,32.3,76.9
575000,3,2=<ROOMS<=4,1750,5750,1,0,2,5,870,880,64,0,47.5579,-122.384,1750,5750,76,37,41.3,32.3,76.9
850000,3,2=<ROOMS<=4,1950,3600,1.5,0,0,5,1430,520,109,0,47.637,-122.363,1950,3600,76,37,41.3,32.3,76.9
325500,3,<2,1540,8110,1,0,0,4,1190,350,61,0,47.7329,-122.291,1290,8110,76,37,41.3,32.3,76.9
435000,1,<2,670,1800,1,0,0,5,670,0,115,0,47.654,-122.35,1330,3360,76,37,41.3,32.3,76.9
400000,3,<2,1000,7800,1,0,0,4,860,140,90,0,47.7098,-122.283,1700,7800,76,37,41.3,32.3,76.9
734200,4,2=<ROOMS<=4,2760,5000,1.5,0,0,5,1680,1080,92,0,47.6726,-122.371,1850,5000,76,37,41.3,32.3,76.9
554600,3,<2,1470,5000,1.5,0,0,5,1470,0,120,0,47.6755,-122.369,1530,5000,76,37,41.3,32.3,76.9
410000,3,<2,1760,3520,1,0,0,3,1160,600,54,0,47.5773,-122.303,1840,5000,76,37,41.3,32.3,76.9
1190000,4,2=<ROOMS<=4,2240,6000,1.5,0,0,4,1270,970,106,0,47.6369,-122.35,2240,4250,76,37,41.3,32.3,76.9
640000,4,2=<ROOMS<=4,3040,7274,2,0,3,3,2320,720,34,0,47.7184,-122.28,2830,10080,76,37,41.3,32.3,76.9
374000,2,<2,1140,5650,1,0,1,3,980,160,100,0,47.5634,-122.391,1220,5700,76,37,41.3,32.3,76.9
365000,3,2=<ROOMS<=4,1484,1761,3,0,0,3,1484,0,17,0,47.6844,-122.317,1484,4320,76,37,41.3,32.3,76.9
507000,4,2=<ROOMS<=4,1490,956,2,0,0,3,1020,470,15,0,47.6184,-122.301,1510,1350,76,37,41.3,32.3,76.9
350000,2,<2,830,1077,2,0,0,3,830,0,14,0,47.6058,-122.319,830,1366,76,37,41.3,32.3,76.9
580000,3,<2,1850,5100,1,0,0,3,1020,830,111,0,47.6605,-122.326,1850,5100,76,37,41.3,32.3,76.9
497000,4,2=<ROOMS<=4,2240,7200,2,0,0,3,2240,0,25,0,47.5636,-122.275,1860,6600,76,37,41.3,32.3,76.9
345000,3,<2,1010,3060,1.5,0,0,3,1010,0,116,0,47.5657,-122.285,1330,4590,76,37,41.3,32.3,76.9
399950,3,<2,2080,5244,1,0,0,3,1190,890,61,0,47.7144,-122.293,1850,6982,76,37,41.3,32.3,76.9
559000,4,<2,2250,8458,1,0,0,3,1450,800,66,0,47.5235,-122.383,1950,7198,76,37,41.3,32.3,76.9
309000,3,2=<ROOMS<=4,1980,8755,1,0,0,4,1300,680,57,0,47.3922,-122.321,2030,8671,76,37,41.3,32.3,76.9
950000,5,2=<ROOMS<=4,2940,5500,2,0,0,4,2340,600,111,0,47.6466,-122.321,2940,5500,76,37,41.3,32.3,76.9
1150000,4,2=<ROOMS<=4,2330,30122,1,0,1,3,1490,840,69,0,47.6843,-122.267,2430,6726,76,37,41.3,32.3,76.9
394250,3,2=<ROOMS<=4,2620,10107,1,0,3,3,2620,0,38,0,47.4096,-122.329,1730,7812,76,37,41.3,32.3,76.9
315000,1,<2,700,3876,1,0,0,3,700,0,110,0,47.6886,-122.352,1150,3952,76,37,41.3,32.3,76.9
420000,3,<2,1130,5413,1,0,0,3,940,190,74,0,47.7021,-122.32,1400,7168,76,37,41.3,32.3,76.9
890000,6,2=<ROOMS<=4,2770,5000,1,0,0,3,1870,900,51,0,47.669,-122.365,1570,2108,76,37,41.3,32.3,76.9
1161000,4,2=<ROOMS<=4,2960,26742,1,0,3,3,1480,1480,71,1,47.6846,-122.268,2500,9460,76,37,41.3,32.3,76.9
577000,3,<2,1740,5500,1,0,0,5,970,770,67,0,47.577,-122.395,1740,7250,76,37,41.3,32.3,76.9
959000,3,2=<ROOMS<=4,2830,3750,3,0,0,3,2830,0,6,0,47.6799,-122.385,1780,5000,76,37,41.3,32.3,76.9
471000,2,<2,1240,6417,1,0,0,5,1240,0,96,0,47.5439,-122.379,1800,6417,76,37,41.3,32.3,76.9
866800,4,2=<ROOMS<=4,2970,5000,2,0,2,3,2200,770,19,0,47.6772,-122.399,1470,4560,76,37,41.3,32.3,76.9
425000,3,<2,1000,5100,1,0,0,3,860,140,74,0,47.6857,-122.293,1000,5100,76,37,41.3,32.3,76.9
280000,3,<2,1670,6034,1,0,0,3,990,680,63,0,47.5209,-122.286,1230,6034,76,37,41.3,32.3,76.9
550000,2,<2,1040,4000,1,0,0,3,930,110,111,0,47.6489,-122.372,1700,4800,76,37,41.3,32.3,76.9
940000,4,<2,2430,3600,2.5,0,0,3,2430,0,40,0,47.6351,-122.285,2020,4800,76,37,41.3,32.3,76.9
353250,2,<2,1060,1600,2,0,0,3,1060,0,41,0,47.5888,-122.294,1360,3360,76,37,41.3,32.3,76.9
455000,2,<2,1090,6750,1,0,0,3,950,140,78,0,47.6836,-122.397,1640,6750,76,37,41.3,32.3,76.9
571500,4,<2,1920,7455,1,0,0,4,960,960,81,1,47.7106,-122.286,1920,7455,76,37,41.3,32.3,76.9
441000,2,<2,1150,3000,1,0,0,3,780,370,105,0,47.5624,-122.291,1150,5000,76,37,41.3,32.3,76.9
736000,2,<2,1500,4000,1,0,0,3,1100,400,87,0,47.6409,-122.353,1980,4000,76,37,41.3,32.3,76.9
629000,3,2=<ROOMS<=4,1510,4560,2,0,0,4,1510,0,111,1,47.5689,-122.408,1990,5000,76,37,41.3,32.3,76.9
1001000,4,2=<ROOMS<=4,3100,8000,1.5,0,0,5,2040,1060,81,0,47.6852,-122.329,1650,4000,76,37,41.3,32.3,76.9
724950,4,2=<ROOMS<=4,2270,5760,2,0,0,4,2270,0,111,0,47.5809,-122.39,1420,5760,76,37,41.3,32.3,76.9
295000,2,<2,650,5400,1,0,0,3,650,0,70,0,47.6185,-122.295,1310,4906,76,37,41.3,32.3,76.9
482000,2,<2,1300,1229,2,0,0,3,1160,140,20,0,47.6727,-122.375,1430,1255,76,37,41.3,32.3,76.9
355000,3,<2,1180,5965,1.5,0,0,4,1180,0,92,0,47.7281,-122.299,1270,7710,76,37,41.3,32.3,76.9
303000,2,<2,1400,1650,3,0,0,3,1400,0,21,0,47.7222,-122.29,1430,1650,76,37,41.3,32.3,76.9
285000,4,<2,1440,6720,1,0,0,5,720,720,66,0,47.4571,-122.345,1820,6784,76,37,41.3,32.3,76.9
690000,3,2=<ROOMS<=4,1760,6428,1,0,0,4,980,780,78,0,47.6388,-122.397,1760,6004,76,37,41.3,32.3,76.9
290000,4,<2,2090,12750,1,0,0,3,1360,730,53,0,47.4792,-122.357,2040,12300,76,37,41.3,32.3,76.9
365000,2,<2,920,6600,1,0,0,4,920,0,110,0,47.5572,-122.282,1370,5500,76,37,41.3,32.3,76.9
811000,3,2=<ROOMS<=4,2470,7410,2,0,0,5,1860,610,43,0,47.6937,-122.392,2390,7800,76,37,41.3,32.3,76.9
450000,3,<2,1430,5960,1.5,0,0,4,1430,0,103,0,47.562,-122.289,1140,3960,76,37,41.3,32.3,76.9
540000,2,<2,1170,4750,1,0,0,3,1170,0,117,0,47.6729,-122.378,1170,2023,76,37,41.3,32.3,76.9
718500,3,2=<ROOMS<=4,2910,6600,2,0,0,4,1920,990,120,1,47.5576,-122.281,1370,5500,76,37,41.3,32.3,76.9
1415000,4,2=<ROOMS<=4,3110,4408,2.5,0,3,4,2510,600,89,0,47.6583,-122.27,3250,5669,76,37,41.3,32.3,76.9
760000,2,<2,1410,3600,1.5,0,0,4,1310,100,95,0,47.6695,-122.338,1740,4200,76,37,41.3,32.3,76.9
443000,2,<2,1220,10170,1,0,0,3,980,240,72,0,47.7297,-122.327,1990,9064,76,37,41.3,32.3,76.9
560000,4,2=<ROOMS<=4,1380,4048,1.5,0,0,4,1380,0,114,0,47.6583,-122.344,1440,3956,76,37,41.3,32.3,76.9
550000,3,<2,1410,5000,1,0,0,4,810,600,97,0,47.6727,-122.395,1760,5000,76,37,41.3,32.3,76.9
774900,5,<2,1750,3861,1.5,0,0,3,1750,0,117,0,47.6075,-122.295,1700,4255,76,37,41.3,32.3,76.9
250000,2,<2,800,5220,1,0,0,3,800,0,77,0,47.7037,-122.32,1910,5376,76,37,41.3,32.3,76.9
307700,5,2=<ROOMS<=4,1980,13132,1,0,0,4,1260,720,58,0,47.3984,-122.301,1880,11325,76,37,41.3,32.3,76.9
665000,3,<2,1650,5102,1,0,0,4,1300,350,67,0,47.6524,-122.404,1440,5102,76,37,41.3,32.3,76.9
707000,3,<2,1980,4000,2,0,0,3,1980,0,101,0,47.6364,-122.351,1980,3600,76,37,41.3,32.3,76.9
399000,3,<2,990,4250,1,0,0,4,840,150,96,0,47.5392,-122.39,990,4500,76,37,41.3,32.3,76.9
283500,3,<2,1250,5375,1,0,0,3,1250,0,35,0,47.3787,-122.323,1320,6258,76,37,41.3,32.3,76.9
235000,2,<2,2150,4500,1.5,0,0,3,1260,890,103,0,47.5158,-122.267,1590,5010,76,37,41.3,32.3,76.9
353000,2,<2,860,8511,1,0,0,3,860,0,71,0,47.7312,-122.3,1554,8499,76,37,41.3,32.3,76.9
341000,2,<2,1040,4000,1,0,0,3,1040,0,106,0,47.5753,-122.303,1740,4000,76,37,41.3,32.3,76.9
430000,3,<2,980,7200,1,0,0,4,980,0,70,0,47.5718,-122.395,1180,6572,76,37,41.3,32.3,76.9
163000,2,2=<ROOMS<=4,1250,7543,1,0,0,3,1250,0,58,0,47.4051,-122.296,1250,7506,76,37,41.3,32.3,76.9
1028950,5,2=<ROOMS<=4,2680,3011,2,0,0,3,1870,810,110,1,47.6115,-122.287,3440,5165,76,37,41.3,32.3,76.9
276000,2,<2,870,2676,1,0,0,3,820,50,16,0,47.5702,-122.287,1500,1719,76,37,41.3,32.3,76.9
655000,4,2=<ROOMS<=4,3160,8197,1,0,0,3,1580,1580,58,0,47.7004,-122.287,2050,8197,76,37,41.3,32.3,76.9
635500,3,2=<ROOMS<=4,1660,3600,1,0,0,3,1000,660,81,1,47.6789,-122.351,1700,4356,76,37,41.3,32.3,76.9
235000,5,2=<ROOMS<=4,2500,9583,1,0,0,3,1300,1200,41,0,47.3946,-122.312,2120,19352,76,37,41.3,32.3,76.9
1050000,3,2=<ROOMS<=4,2480,15022,1,0,4,3,1330,1150,53,1,47.5497,-122.396,2500,8178,76,37,41.3,32.3,76.9
476000,2,2=<ROOMS<=4,1140,1332,3,0,0,3,1140,0,21,0,47.6543,-122.356,1140,1267,76,37,41.3,32.3,76.9
600600,4,2=<ROOMS<=4,3110,6829,2,0,0,3,3110,0,6,0,47.4349,-122.328,2910,7425,76,37,41.3,32.3,76.9
435500,1,<2,1020,4512,1,0,0,3,770,250,83,0,47.6724,-122.266,1230,5029,76,37,41.3,32.3,76.9
685000,3,2=<ROOMS<=4,2500,6733,1,0,0,3,1770,730,41,0,47.6691,-122.36,1770,6343,76,37,41.3,32.3,76.9
517000,2,<2,1140,3750,1,0,0,4,1140,0,95,0,47.6619,-122.343,1660,4000,76,37,41.3,32.3,76.9
205950,3,<2,970,11963,1,0,0,4,970,0,50,0,47.3776,-122.315,1210,11963,76,37,41.3,32.3,76.9
430000,4,<2,1890,6000,1,0,0,4,1110,780,73,0,47.7274,-122.305,1560,6356,76,37,41.3,32.3,76.9
534000,4,<2,2040,2750,1.5,0,0,4,1260,780,94,0,47.6698,-122.3,1940,3750,76,37,41.3,32.3,76.9
735000,4,2=<ROOMS<=4,2370,3672,1.5,0,0,5,1650,720,104,0,47.678,-122.311,2140,4182,76,37,41.3,32.3,76.9
325000,3,<2,2180,10230,1,0,0,4,1090,1090,59,0,47.5158,-122.281,2130,7200,76,37,41.3,32.3,76.9
324950,2,<2,1643,14616,1,0,1,4,1643,0,66,0,47.3973,-122.312,2270,9940,76,37,41.3,32.3,76.9
345600,5,2=<ROOMS<=4,2800,5120,2.5,0,0,3,2800,0,117,1,47.6059,-122.31,1780,5120,76,37,41.3,32.3,76.9
935000,5,2=<ROOMS<=4,2700,5001,2,0,0,3,2700,0,11,0,47.6811,-122.288,1610,5191,76,37,41.3,32.3,76.9
1003000,4,2=<ROOMS<=4,2230,3600,2,0,0,5,1630,600,114,0,47.6304,-122.309,2410,4800,76,37,41.3,32.3,76.9
216500,2,<2,1390,4482,1,0,0,4,1390,0,40,0,47.3785,-122.32,1390,4680,76,37,41.3,32.3,76.9
699999,3,<2,1240,4000,1,0,0,4,1240,0,52,0,47.6239,-122.297,1460,4000,76,37,41.3,32.3,76.9
930000,3,2=<ROOMS<=4,2640,4080,2,0,0,3,1840,800,108,1,47.6636,-122.326,1990,4080,76,37,41.3,32.3,76.9
727500,3,2=<ROOMS<=4,2660,5000,1.5,0,3,3,1940,720,110,0,47.5829,-122.382,2270,5000,76,37,41.3,32.3,76.9
325000,4,<2,1670,9500,1,0,0,3,1670,0,44,0,47.7254,-122.31,1620,9500,76,37,41.3,32.3,76.9
695000,3,2=<ROOMS<=4,3080,12100,2,0,0,3,2080,1000,36,0,47.695,-122.399,2100,6581,76,37,41.3,32.3,76.9
359000,5,<2,1940,6654,1.5,0,0,4,1940,0,67,0,47.4663,-122.359,2300,9500,76,37,41.3,32.3,76.9
390000,5,<2,1940,6654,1.5,0,0,4,1940,0,67,0,47.4663,-122.359,2300,9500,76,37,41.3,32.3,76.9
900000,3,2=<ROOMS<=4,2320,5000,2,0,0,3,1620,700,113,1,47.6278,-122.292,2160,5000,76,37,41.3,32.3,76.9
600000,5,2=<ROOMS<=4,2380,8204,1,0,0,3,1540,840,63,0,47.7,-122.287,2270,8204,76,37,41.3,32.3,76.9
512500,4,<2,1620,4240,1.5,0,0,5,1620,0,104,0,47.5746,-122.311,1450,4240,76,37,41.3,32.3,76.9
539950,3,2=<ROOMS<=4,1330,2183,3,0,0,3,1330,0,6,0,47.6987,-122.365,1310,5000,76,37,41.3,32.3,76.9
640000,4,2=<ROOMS<=4,3420,21344,2,0,0,3,3420,0,18,0,47.45,-122.334,2110,21344,76,37,41.3,32.3,76.9
279950,3,<2,1520,7200,1,0,0,4,1160,360,30,0,47.3855,-122.302,1460,7200,76,37,41.3,32.3,76.9
395000,3,<2,1080,2940,1.5,0,0,4,1080,0,100,0,47.6832,-122.304,1400,4930,76,37,41.3,32.3,76.9
306000,2,<2,1200,2622,1,0,0,5,800,400,64,0,47.7175,-122.292,1310,1926,76,37,41.3,32.3,76.9
435000,4,<2,2290,4400,1,0,3,3,1290,1000,61,0,47.5698,-122.375,1820,4000,76,37,41.3,32.3,76.9
129888,2,<2,710,9900,1,0,0,3,710,0,77,0,47.479,-122.339,1070,9900,76,37,41.3,32.3,76.9
660000,10,2=<ROOMS<=4,2920,3745,2,0,0,4,1860,1060,107,0,47.6635,-122.32,1810,3745,76,37,41.3,32.3,76.9
390000,2,<2,1080,4725,1.5,0,0,3,1080,0,76,0,47.5275,-122.381,1520,4961,76,37,41.3,32.3,76.9
302000,2,<2,890,5000,1,0,0,4,890,0,73,0,47.5526,-122.287,1160,5000,76,37,41.3,32.3,76.9
495000,3,2=<ROOMS<=4,1650,1577,2,0,0,3,1100,550,8,0,47.6302,-122.344,1580,1280,76,37,41.3,32.3,76.9
504500,3,2=<ROOMS<=4,1820,1545,3,0,2,3,1640,180,22,0,47.6523,-122.346,1440,1290,76,37,41.3,32.3,76.9
555000,4,<2,2320,4800,1.5,0,0,3,2170,150,102,0,47.6893,-122.365,1390,4800,76,37,41.3,32.3,76.9
1550000,4,2=<ROOMS<=4,3260,5000,2,0,0,5,2630,630,83,0,47.6598,-122.273,2600,5000,76,37,41.3,32.3,76.9
550000,3,<2,1730,5750,1,0,0,3,1250,480,73,0,47.5645,-122.397,1370,5750,76,37,41.3,32.3,76.9
1800000,4,2=<ROOMS<=4,3320,8325,2.5,0,0,5,3320,0,115,0,47.6263,-122.314,3680,6050,76,37,41.3,32.3,76.9
655000,1,<2,1660,5422,1,0,0,4,830,830,112,0,47.6821,-122.388,1100,5356,76,37,41.3,32.3,76.9
721000,4,2=<ROOMS<=4,2280,8339,1,0,0,4,1220,1060,66,0,47.6986,-122.297,1970,8340,76,37,41.3,32.3,76.9
1518630,4,4<ROOMS<=6,3650,5328,1.5,0,0,3,2330,1320,113,1,47.638,-122.362,1710,3600,76,37,41.3,32.3,76.9
458000,3,2=<ROOMS<=4,2020,8555,1,0,0,4,1220,800,63,0,47.7278,-122.287,1600,8148,76,37,41.3,32.3,76.9
628000,4,<2,1940,3060,1,0,0,4,1000,940,109,0,47.6786,-122.317,1320,3060,76,37,41.3,32.3,76.9
435000,2,<2,750,2786,1,0,0,5,750,0,73,0,47.6892,-122.393,1700,4653,76,37,41.3,32.3,76.9
316000,2,2=<ROOMS<=4,860,3000,1,0,0,3,860,0,114,0,47.5633,-122.288,1290,3500,76,37,41.3,32.3,76.9
675000,3,2=<ROOMS<=4,1780,4252,2,0,0,4,1540,240,31,0,47.6004,-122.292,2220,4000,76,37,41.3,32.3,76.9
675000,3,2=<ROOMS<=4,1510,3817,1.5,0,0,3,1510,0,115,1,47.6088,-122.294,1510,3817,76,37,41.3,32.3,76.9
546000,4,2=<ROOMS<=4,2100,1397,3,0,0,3,1580,520,12,0,47.5928,-122.295,1490,1201,76,37,41.3,32.3,76.9
585000,3,2=<ROOMS<=4,1740,2350,2,0,0,3,1130,610,25,0,47.6207,-122.297,1740,3201,76,37,41.3,32.3,76.9
360000,3,2=<ROOMS<=4,1381,1180,3,0,0,3,1381,0,13,0,47.711,-122.32,1381,1180,76,37,41.3,32.3,76.9
606000,3,<2,1500,3920,1,0,0,3,1000,500,73,0,47.6718,-122.359,1640,4017,76,37,41.3,32.3,76.9
475000,3,<2,1680,3420,1,0,0,3,960,720,28,0,47.6855,-122.291,1680,4080,76,37,41.3,32.3,76.9
624000,4,<2,2710,9216,1,0,0,3,1440,1270,59,0,47.5523,-122.379,1960,6350,76,37,41.3,32.3,76.9
850000,4,2=<ROOMS<=4,2550,3784,1.5,0,0,4,1750,800,120,0,47.6559,-122.338,2100,4560,76,37,41.3,32.3,76.9
478000,2,2=<ROOMS<=4,1200,1867,1,0,0,3,600,600,96,1,47.627,-122.345,1790,2221,76,37,41.3,32.3,76.9
820000,4,2=<ROOMS<=4,2420,4635,1.5,0,0,5,2420,0,115,0,47.682,-122.347,1590,3150,76,37,41.3,32.3,76.9
2160000,3,2=<ROOMS<=4,3080,6495,2,0,3,3,2530,550,24,1,47.6321,-122.393,4120,8620,76,37,41.3,32.3,76.9
824000,7,4<ROOMS<=6,3670,4000,2,0,1,3,2800,870,56,0,47.6375,-122.388,2010,4000,76,37,41.3,32.3,76.9
812000,4,2=<ROOMS<=4,2270,5000,2,0,0,3,2270,0,6,0,47.6916,-122.37,1210,5000,76,37,41.3,32.3,76.9
345000,2,<2,1080,4000,1,0,0,3,1080,0,80,0,47.6902,-122.387,1530,4240,76,37,41.3,32.3,76.9
874950,2,<2,1080,4000,1,0,0,3,1080,0,80,0,47.6902,-122.387,1530,4240,76,37,41.3,32.3,76.9
875000,3,2=<ROOMS<=4,2280,4280,1,0,0,5,1280,1000,103,0,47.6685,-122.335,1650,4280,76,37,41.3,32.3,76.9
535000,2,2=<ROOMS<=4,2560,5000,1,0,0,4,1280,1280,76,0,47.6681,-122.368,1390,4000,76,37,41.3,32.3,76.9
465000,3,<2,1510,4800,1,0,2,3,860,650,95,1,47.5667,-122.372,1510,4800,76,37,41.3,32.3,76.9
535000,4,<2,1420,5000,1.5,0,0,4,1420,0,75,0,47.6771,-122.397,1490,5000,76,37,41.3,32.3,76.9
570000,3,2=<ROOMS<=4,1530,5401,1,0,0,4,1530,0,83,0,47.686,-122.304,1640,5467,76,37,41.3,32.3,76.9
450000,3,<2,1350,7200,1,0,0,5,1350,0,66,0,47.713,-122.284,1100,7200,76,37,41.3,32.3,76.9
530000,2,2=<ROOMS<=4,1260,1312,3,0,0,3,1260,0,13,0,47.6538,-122.356,1300,1312,76,37,41.3,32.3,76.9
680000,3,2=<ROOMS<=4,1800,4400,1,0,0,5,1350,450,50,0,47.6599,-122.396,1920,4400,76,37,41.3,32.3,76.9
485000,4,<2,1260,3880,1,0,0,5,860,400,102,0,47.687,-122.391,1000,3880,76,37,41.3,32.3,76.9
509000,4,2=<ROOMS<=4,1630,1724,1.5,0,0,3,1030,600,105,1,47.6472,-122.362,1780,3810,76,37,41.3,32.3,76.9
519000,4,2=<ROOMS<=4,1950,2617,1.5,0,0,4,1250,700,110,0,47.6696,-122.372,1520,1438,76,37,41.3,32.3,76.9
750000,4,2=<ROOMS<=4,2640,5000,2,0,0,3,2040,600,71,0,47.678,-122.375,1330,5000,76,37,41.3,32.3,76.9
465000,3,<2,1270,5112,1,0,0,3,1270,0,70,0,47.676,-122.288,1580,5080,76,37,41.3,32.3,76.9
936000,3,<2,2960,12420,1,0,2,4,1480,1480,68,0,47.5739,-122.406,2700,9106,76,37,41.3,32.3,76.9
846000,4,2=<ROOMS<=4,2720,4000,2,0,1,3,2070,650,6,0,47.5554,-122.267,1450,4000,76,37,41.3,32.3,76.9
725000,4,<2,1980,5850,1,0,1,4,1380,600,60,0,47.5607,-122.391,1810,5850,76,37,41.3,32.3,76.9
850000,5,2=<ROOMS<=4,3150,4120,2,0,0,3,2460,690,109,1,47.6754,-122.315,2080,4160,76,37,41.3,32.3,76.9
513000,2,<2,1840,4322,1,0,0,4,1160,680,106,0,47.5764,-122.289,1750,4322,76,37,41.3,32.3,76.9
205000,4,<2,1420,8063,1,0,0,3,940,480,58,0,47.4174,-122.316,1330,7515,76,37,41.3,32.3,76.9
445000,2,2=<ROOMS<=4,1150,6634,1,0,0,3,860,290,80,0,47.7001,-122.309,1680,6892,76,37,41.3,32.3,76.9
586000,4,2=<ROOMS<=4,1930,8338,1,0,0,3,1930,0,52,0,47.7026,-122.285,2280,7616,76,37,41.3,32.3,76.9
610000,4,2=<ROOMS<=4,2200,7200,1,0,2,4,1220,980,62,0,47.5818,-122.296,1940,6000,76,37,41.3,32.3,76.9
405000,3,<2,1010,7683,1.5,0,0,5,1010,0,67,0,47.72,-122.318,1550,7271,76,37,41.3,32.3,76.9
356000,3,<2,920,3863,1,0,0,3,920,0,50,0,47.5524,-122.27,1080,5150,76,37,41.3,32.3,76.9
794500,5,2=<ROOMS<=4,3030,4120,1.5,0,0,4,1930,1100,107,0,47.6771,-122.319,1280,3090,76,37,41.3,32.3,76.9
1450000,4,2=<ROOMS<=4,3770,4103,2,0,0,5,2710,1060,95,0,47.641,-122.349,2560,4160,76,37,41.3,32.3,76.9
580000,3,<2,2100,6874,1,0,0,3,1300,800,77,0,47.6724,-122.279,2220,5912,76,37,41.3,32.3,76.9
375000,2,<2,710,4618,1,0,1,3,710,0,95,0,47.64,-122.394,1810,4988,76,37,41.3,32.3,76.9
630000,4,2=<ROOMS<=4,1770,6000,2,0,0,5,1770,0,109,1,47.6493,-122.401,1340,6000,76,37,41.3,32.3,76.9
872500,4,2=<ROOMS<=4,1990,6000,1,0,0,3,1260,730,64,1,47.6515,-122.397,1770,6000,76,37,41.3,32.3,76.9
490000,2,<2,1760,5250,1,0,2,4,1000,760,69,0,47.5577,-122.379,1760,5400,76,37,41.3,32.3,76.9
387000,2,<2,1010,948,3,0,0,3,1010,0,21,0,47.6529,-122.355,1330,1318,76,37,41.3,32.3,76.9
835000,4,2=<ROOMS<=4,1910,6960,1.5,0,0,5,1910,0,79,0,47.6893,-122.348,1360,3300,76,37,41.3,32.3,76.9
1500000,5,2=<ROOMS<=4,3520,5400,2,0,0,3,2400,1120,12,0,47.6364,-122.363,1360,3600,76,37,41.3,32.3,76.9
771000,4,2=<ROOMS<=4,2220,3760,1.5,0,0,4,1370,850,91,0,47.6876,-122.368,1620,3760,76,37,41.3,32.3,76.9
1225000,4,2=<ROOMS<=4,2020,5800,1,0,3,4,1760,260,79,0,47.6471,-122.412,3100,5800,76,37,41.3,32.3,76.9
370000,3,2=<ROOMS<=4,1070,1219,2,0,0,3,720,350,16,0,47.5618,-122.384,1070,1254,76,37,41.3,32.3,76.9
885000,2,2=<ROOMS<=4,1313,3600,1,0,0,3,1313,0,116,1,47.6369,-122.365,1080,3600,76,37,41.3,32.3,76.9
540000,2,<2,1460,4800,1,0,0,5,850,610,70,0,47.6928,-122.339,2050,5592,76,37,41.3,32.3,76.9
330000,3,<2,1160,7912,1,0,0,4,1160,0,64,0,47.7336,-122.306,1190,7482,76,37,41.3,32.3,76.9
257000,2,<2,770,7200,1,0,0,3,770,0,69,0,47.7143,-122.325,1320,7139,76,37,41.3,32.3,76.9
350000,3,<2,1920,6710,1,0,0,3,1320,600,61,0,47.5346,-122.286,1810,5600,76,37,41.3,32.3,76.9
488000,3,2=<ROOMS<=4,1590,2550,3,0,0,3,1590,0,35,0,47.6772,-122.393,1260,5100,76,37,41.3,32.3,76.9
465000,3,<2,910,3880,1,0,0,3,780,130,78,0,47.6862,-122.392,1220,3880,76,37,41.3,32.3,76.9
725000,3,2=<ROOMS<=4,1820,6324,1,0,0,5,910,910,75,0,47.6823,-122.27,1850,6440,76,37,41.3,32.3,76.9
246500,2,<2,940,6000,1,0,0,2,940,0,66,0,47.4631,-122.329,1890,8547,76,37,41.3,32.3,76.9
819000,3,<2,1850,6000,1.5,0,0,3,1650,200,107,1,47.6528,-122.401,1540,6000,76,37,41.3,32.3,76.9
525000,2,<2,1510,3360,1,0,0,3,880,630,96,0,47.6135,-122.297,1330,3360,76,37,41.3,32.3,76.9
345000,3,2=<ROOMS<=4,1380,1547,3,0,0,3,1380,0,20,0,47.6908,-122.341,1380,1465,76,37,41.3,32.3,76.9
499000,3,<2,1270,6250,1,0,0,3,910,360,65,0,47.5694,-122.397,2000,6250,76,37,41.3,32.3,76.9
1010000,4,2=<ROOMS<=4,2940,5400,1.5,0,2,5,1940,1000,110,0,47.6366,-122.369,1970,2008,76,37,41.3,32.3,76.9
510000,5,2=<ROOMS<=4,2740,3838,1,0,0,4,1370,1370,61,0,47.6819,-122.393,1660,4040,76,37,41.3,32.3,76.9
210000,3,<2,1590,7617,2,0,0,3,1590,0,34,0,47.3819,-122.312,1490,7450,76,37,41.3,32.3,76.9
415000,3,<2,1470,4000,1,0,0,3,1070,400,41,0,47.6067,-122.298,1280,3500,76,37,41.3,32.3,76.9
385000,1,<2,660,3570,1,0,0,3,660,0,114,0,47.5659,-122.284,1520,4080,76,37,41.3,32.3,76.9
175000,2,<2,960,5508,1,0,0,3,770,190,69,0,47.5307,-122.277,1280,5304,76,37,41.3,32.3,76.9
515000,2,<2,1150,5664,1,0,0,3,870,280,72,0,47.6894,-122.284,1380,5664,76,37,41.3,32.3,76.9
945000,4,2=<ROOMS<=4,2910,4680,1.5,0,0,5,1850,1060,83,0,47.6745,-122.31,1960,4120,76,37,41.3,32.3,76.9
460000,3,<2,1300,4000,1,0,0,3,900,400,67,0,47.6368,-122.388,1750,4000,76,37,41.3,32.3,76.9
675000,4,2=<ROOMS<=4,2280,3200,1.5,0,0,5,1520,760,89,0,47.6709,-122.282,1970,4687,76,37,41.3,32.3,76.9
